 cid,cmpdname,cmpdsynonym,mw,mf,polararea,complexity,xlogp,heavycnt,hbonddonor,hbondacc,rotbonds,inchi,smiles,inchikey,iupacname,exactmass,monoisotopicmass,charge,covalentunitcnt,isotopeatomcnt,totalatomstereocnt,definedatomstereocnt,undefinedatomstereocnt,totalbondstereocnt,definedbondstereocnt,undefinedbondstereocnt,pclidcnt,gpidcnt,gpfamilycnt,meshheadings,annothits,annothitcnt,aids,cidcdate,sidsrcname,depcatg,annotation
125980552,"N-methyl-N-phenylquinoxalino[3,2-f][1,10]phenanthroline-11-carboxamide","",415.400,C26H17N5O,71.900,681.000,3.200,32,0,5,2,"InChI=1S/C26H17N5O/c1-31(17-7-3-2-4-8-17)26(32)16-11-12-20-21(15-16)30-25-19-10-6-14-28-23(19)22-18(24(25)29-20)9-5-13-27-22/h2-15H,1H3",CN(C1=CC=CC=C1)C(=O)C2=CC3=C(C=C2)N=C4C5=C(C6=C(C4=N3)C=CC=N6)N=CC=C5,CMRQCHBNOZVXOE-UHFFFAOYSA-N,"N-methyl-N-phenylquinoxalino[3,2-f][1,10]phenanthroline-11-carboxamide",415.143,415.143,0,1,0,0,0,0,0,0,0,0,0,0,"","",0,"",20170410,ZINC,Chemical Vendors|Legacy Depositors,""
125980563,"1-(2-Fluorophenyl)-3-quinoxalino[3,2-f][1,10]phenanthrolin-11-ylthiourea","",450.500,C25H15FN6S,108.000,710.000,3.400,33,2,6,2,"InChI=1S/C25H15FN6S/c26-17-7-1-2-8-18(17)32-25(33)29-14-9-10-19-20(13-14)31-24-16-6-4-12-28-22(16)21-15(23(24)30-19)5-3-11-27-21/h1-13H,(H2,29,32,33)",C1=CC=C(C(=C1)NC(=S)NC2=CC3=C(C=C2)N=C4C5=C(C6=C(C4=N3)C=CC=N6)N=CC=C5)F,CQIXJCGVQBURKZ-UHFFFAOYSA-N,"1-(2-fluorophenyl)-3-quinoxalino[3,2-f][1,10]phenanthrolin-11-ylthiourea",450.106,450.106,0,1,0,0,0,0,0,0,0,0,0,0,"",Classification,1,"",20170410,ZINC,Chemical Vendors|Legacy Depositors,""
125980564,"1-Phenyl-1-prop-2-enyl-3-quinoxalino[3,2-f][1,10]phenanthrolin-11-ylthiourea","",472.600,C28H20N6S,98.900,756.000,4.200,35,1,5,4,"InChI=1S/C28H20N6S/c1-2-16-34(19-8-4-3-5-9-19)28(35)31-18-12-13-22-23(17-18)33-27-21-11-7-15-30-25(21)24-20(26(27)32-22)10-6-14-29-24/h2-15,17H,1,16H2,(H,31,35)",C=CCN(C1=CC=CC=C1)C(=S)NC2=CC3=C(C=C2)N=C4C5=C(C6=C(C4=N3)C=CC=N6)N=CC=C5,CQQJRMBPGXYVGG-UHFFFAOYSA-N,"1-phenyl-1-prop-2-enyl-3-quinoxalino[3,2-f][1,10]phenanthrolin-11-ylthiourea",472.147,472.147,0,1,0,0,0,0,0,0,0,0,0,0,"","",0,"",20170410,ZINC,Chemical Vendors|Legacy Depositors,""
125980824,"N-benzylquinoxalino[3,2-f][1,10]phenanthroline-11-carboxamide","",415.400,C26H17N5O,80.700,667.000,2.900,32,1,5,3,"InChI=1S/C26H17N5O/c32-26(29-15-16-6-2-1-3-7-16)17-10-11-20-21(14-17)31-25-19-9-5-13-28-23(19)22-18(24(25)30-20)8-4-12-27-22/h1-14H,15H2,(H,29,32)",C1=CC=C(C=C1)CNC(=O)C2=CC3=C(C=C2)N=C4C5=C(C6=C(C4=N3)C=CC=N6)N=CC=C5,DCOALHARPRAUAX-UHFFFAOYSA-N,"N-benzylquinoxalino[3,2-f][1,10]phenanthroline-11-carboxamide",415.143,415.143,0,1,0,0,0,0,0,0,0,0,0,0,"","",0,"",20170410,ZINC,Chemical Vendors|Legacy Depositors,""
125980907,"1,1-Diethyl-3-quinoxalino[3,2-f][1,10]phenanthrolin-11-ylthiourea","",412.500,C23H20N6S,98.900,613.000,2.700,30,1,5,3,"InChI=1S/C23H20N6S/c1-3-29(4-2)23(30)26-14-9-10-17-18(13-14)28-22-16-8-6-12-25-20(16)19-15(21(22)27-17)7-5-11-24-19/h5-13H,3-4H2,1-2H3,(H,26,30)",CCN(CC)C(=S)NC1=CC2=C(C=C1)N=C3C4=C(C5=C(C3=N2)C=CC=N5)N=CC=C4,DRAGGELGHIAKKH-UHFFFAOYSA-N,"1,1-diethyl-3-quinoxalino[3,2-f][1,10]phenanthrolin-11-ylthiourea",412.147,412.147,0,1,0,0,0,0,0,0,0,0,0,0,"","",0,"",20170410,ZINC,Chemical Vendors|Legacy Depositors,""
125980956,"N-(2-methoxyethyl)quinoxalino[3,2-f][1,10]phenanthroline-11-carboxamide","",383.400,C22H17N5O2,89.900,590.000,1.300,29,1,6,4,"InChI=1S/C22H17N5O2/c1-29-11-10-25-22(28)13-6-7-16-17(12-13)27-21-15-5-3-9-24-19(15)18-14(20(21)26-16)4-2-8-23-18/h2-9,12H,10-11H2,1H3,(H,25,28)",COCCNC(=O)C1=CC2=C(C=C1)N=C3C4=C(C5=C(C3=N2)C=CC=N5)N=CC=C4,DZIPDRUYSXWEHP-UHFFFAOYSA-N,"N-(2-methoxyethyl)quinoxalino[3,2-f][1,10]phenanthroline-11-carboxamide",383.138,383.138,0,1,0,0,0,0,0,0,0,0,0,0,"","",0,"",20170410,ZINC,Chemical Vendors|Legacy Depositors,""
125980958,"1-Benzyl-3-quinoxalino[3,2-f][1,10]phenanthrolin-11-ylthiourea","",446.500,C26H18N6S,108.000,684.000,3.300,33,2,5,3,"InChI=1S/C26H18N6S/c33-26(29-15-16-6-2-1-3-7-16)30-17-10-11-20-21(14-17)32-25-19-9-5-13-28-23(19)22-18(24(25)31-20)8-4-12-27-22/h1-14H,15H2,(H2,29,30,33)",C1=CC=C(C=C1)CNC(=S)NC2=CC3=C(C=C2)N=C4C5=C(C6=C(C4=N3)C=CC=N6)N=CC=C5,FAEUSUFULJWAOM-UHFFFAOYSA-N,"1-benzyl-3-quinoxalino[3,2-f][1,10]phenanthrolin-11-ylthiourea",446.131,446.131,0,1,0,0,0,0,0,0,0,0,0,0,"","",0,"",20170410,ZINC,Chemical Vendors|Legacy Depositors,""
125980960,"N-(3,4-dimethylphenyl)quinoxalino[3,2-f][1,10]phenanthroline-11-carboxamide","",429.500,C27H19N5O,80.700,717.000,3.700,33,1,5,2,"InChI=1S/C27H19N5O/c1-15-7-9-18(13-16(15)2)30-27(33)17-8-10-21-22(14-17)32-26-20-6-4-12-29-24(20)23-19(25(26)31-21)5-3-11-28-23/h3-14H,1-2H3,(H,30,33)",CC1=C(C=C(C=C1)NC(=O)C2=CC3=C(C=C2)N=C4C5=C(C6=C(C4=N3)C=CC=N6)N=CC=C5)C,FBZKBCADMZFAKC-UHFFFAOYSA-N,"N-(3,4-dimethylphenyl)quinoxalino[3,2-f][1,10]phenanthroline-11-carboxamide",429.159,429.159,0,1,0,0,0,0,0,0,0,0,0,0,"","",0,"",20170410,ZINC,Chemical Vendors|Legacy Depositors,""
125981248,"N-(2-hydroxyethyl)quinoxalino[3,2-f][1,10]phenanthroline-11-carboxamide","",369.400,C21H15N5O2,101.000,575.000,0.800,28,2,6,3,"InChI=1S/C21H15N5O2/c27-10-9-24-21(28)12-5-6-15-16(11-12)26-20-14-4-2-8-23-18(14)17-13(19(20)25-15)3-1-7-22-17/h1-8,11,27H,9-10H2,(H,24,28)",C1=CC2=C(C3=C(C=CC=N3)C4=NC5=C(C=CC(=C5)C(=O)NCCO)N=C24)N=C1,FKDODLOGNVRZHX-UHFFFAOYSA-N,"N-(2-hydroxyethyl)quinoxalino[3,2-f][1,10]phenanthroline-11-carboxamide",369.123,369.123,0,1,0,0,0,0,0,0,0,0,0,0,"","",0,"",20170410,ZINC,Chemical Vendors|Legacy Depositors,""
125981270,"1-Octyl-3-quinoxalino[3,2-f][1,10]phenanthrolin-11-ylthiourea","",468.600,C27H28N6S,108.000,661.000,5.200,34,2,5,8,"InChI=1S/C27H28N6S/c1-2-3-4-5-6-7-14-30-27(34)31-18-12-13-21-22(17-18)33-26-20-11-9-16-29-24(20)23-19(25(26)32-21)10-8-15-28-23/h8-13,15-17H,2-7,14H2,1H3,(H2,30,31,34)",CCCCCCCCNC(=S)NC1=CC2=C(C=C1)N=C3C4=C(C5=C(C3=N2)C=CC=N5)N=CC=C4,FRAGSDVZLZXDQS-UHFFFAOYSA-N,"1-octyl-3-quinoxalino[3,2-f][1,10]phenanthrolin-11-ylthiourea",468.21,468.21,0,1,0,0,0,0,0,0,0,0,0,0,"","",0,"",20170410,ZINC,Chemical Vendors|Legacy Depositors,""
125981273,"1-Cyclohexyl-3-quinoxalino[3,2-f][1,10]phenanthrolin-11-ylthiourea","",438.500,C25H22N6S,108.000,669.000,3.600,32,2,5,2,"InChI=1S/C25H22N6S/c32-25(28-15-6-2-1-3-7-15)29-16-10-11-19-20(14-16)31-24-18-9-5-13-27-22(18)21-17(23(24)30-19)8-4-12-26-21/h4-5,8-15H,1-3,6-7H2,(H2,28,29,32)",C1CCC(CC1)NC(=S)NC2=CC3=C(C=C2)N=C4C5=C(C6=C(C4=N3)C=CC=N6)N=CC=C5,FSRCLULZCVGKBL-UHFFFAOYSA-N,"1-cyclohexyl-3-quinoxalino[3,2-f][1,10]phenanthrolin-11-ylthiourea",438.163,438.163,0,1,0,0,0,0,0,0,0,0,0,0,"","",0,"",20170410,ZINC,Chemical Vendors|Legacy Depositors,""
125981275,"N-octylquinoxalino[3,2-f][1,10]phenanthroline-11-carboxamide","",437.500,C27H27N5O,80.700,644.000,4.900,33,1,5,8,"InChI=1S/C27H27N5O/c1-2-3-4-5-6-7-14-30-27(33)18-12-13-21-22(17-18)32-26-20-11-9-16-29-24(20)23-19(25(26)31-21)10-8-15-28-23/h8-13,15-17H,2-7,14H2,1H3,(H,30,33)",CCCCCCCCNC(=O)C1=CC2=C(C=C1)N=C3C4=C(C5=C(C3=N2)C=CC=N5)N=CC=C4,FTHYGVFDHPSNDX-UHFFFAOYSA-N,"N-octylquinoxalino[3,2-f][1,10]phenanthroline-11-carboxamide",437.222,437.222,0,1,0,0,0,0,0,0,0,0,0,0,"","",0,"",20170410,ZINC,Chemical Vendors|Legacy Depositors,""
125981309,"N-methyl-N-naphthalen-2-ylquinoxalino[3,2-f][1,10]phenanthroline-11-carboxamide","",465.500,C30H19N5O,71.900,806.000,5.400,36,0,5,2,"InChI=1S/C30H19N5O/c1-35(21-12-10-18-6-2-3-7-19(18)16-21)30(36)20-11-13-24-25(17-20)34-29-23-9-5-15-32-27(23)26-22(28(29)33-24)8-4-14-31-26/h2-17H,1H3",CN(C1=CC2=CC=CC=C2C=C1)C(=O)C3=CC4=C(C=C3)N=C5C6=C(C7=C(C5=N4)C=CC=N7)N=CC=C6,GKEUXPCLHPPGKT-UHFFFAOYSA-N,"N-methyl-N-naphthalen-2-ylquinoxalino[3,2-f][1,10]phenanthroline-11-carboxamide",465.159,465.159,0,1,0,0,0,0,0,0,0,0,0,0,"","",0,"",20170410,ZINC,Chemical Vendors|Legacy Depositors,""
125981323,"Methyl 4-(quinoxalino[3,2-f][1,10]phenanthroline-11-carbonylamino)benzoate","",459.500,C27H17N5O3,107.000,787.000,2.900,35,1,7,4,"InChI=1S/C27H17N5O3/c1-35-27(34)15-6-9-17(10-7-15)30-26(33)16-8-11-20-21(14-16)32-25-19-5-3-13-29-23(19)22-18(24(25)31-20)4-2-12-28-22/h2-14H,1H3,(H,30,33)",COC(=O)C1=CC=C(C=C1)NC(=O)C2=CC3=C(C=C2)N=C4C5=C(C6=C(C4=N3)C=CC=N6)N=CC=C5,GPVURERPDZDKGS-UHFFFAOYSA-N,"methyl 4-(quinoxalino[3,2-f][1,10]phenanthroline-11-carbonylamino)benzoate",459.133,459.133,0,1,0,0,0,0,0,0,0,0,0,0,"","",0,"",20170410,ZINC,Chemical Vendors|Legacy Depositors,""
125981483,"(4-Methylpiperidin-1-yl)-quinoxalino[3,2-f][1,10]phenanthrolin-11-ylmethanone","",407.500,C25H21N5O,71.900,664.000,2.900,31,0,5,1,"InChI=1S/C25H21N5O/c1-15-8-12-30(13-9-15)25(31)16-6-7-19-20(14-16)29-24-18-5-3-11-27-22(18)21-17(23(24)28-19)4-2-10-26-21/h2-7,10-11,14-15H,8-9,12-13H2,1H3",CC1CCN(CC1)C(=O)C2=CC3=C(C=C2)N=C4C5=C(C6=C(C4=N3)C=CC=N6)N=CC=C5,HIODYYLOQDAEQJ-UHFFFAOYSA-N,"(4-methylpiperidin-1-yl)-quinoxalino[3,2-f][1,10]phenanthrolin-11-ylmethanone",407.175,407.175,0,1,0,0,0,0,0,0,0,0,0,0,"","",0,"",20170410,ZINC,Chemical Vendors|Legacy Depositors,""
125981625,"1-Tert-butyl-3-quinoxalino[3,2-f][1,10]phenanthrolin-11-ylurea","",396.400,C23H20N6O,92.700,636.000,2.200,30,2,5,2,"InChI=1S/C23H20N6O/c1-23(2,3)29-22(30)26-13-8-9-16-17(12-13)28-21-15-7-5-11-25-19(15)18-14(20(21)27-16)6-4-10-24-18/h4-12H,1-3H3,(H2,26,29,30)",CC(C)(C)NC(=O)NC1=CC2=C(C=C1)N=C3C4=C(C5=C(C3=N2)C=CC=N5)N=CC=C4,IFBMJEQPQSNWQL-UHFFFAOYSA-N,"1-tert-butyl-3-quinoxalino[3,2-f][1,10]phenanthrolin-11-ylurea",396.17,396.17,0,1,0,0,0,0,0,0,0,0,0,0,"","",0,"",20170410,ZINC,Chemical Vendors|Legacy Depositors,""
125981630,"N-(2-fluorophenyl)quinoxalino[3,2-f][1,10]phenanthroline-11-carboxamide","",419.400,C25H14FN5O,80.700,693.000,3.100,32,1,6,2,"InChI=1S/C25H14FN5O/c26-17-7-1-2-8-18(17)31-25(32)14-9-10-19-20(13-14)30-24-16-6-4-12-28-22(16)21-15(23(24)29-19)5-3-11-27-21/h1-13H,(H,31,32)",C1=CC=C(C(=C1)NC(=O)C2=CC3=C(C=C2)N=C4C5=C(C6=C(C4=N3)C=CC=N6)N=CC=C5)F,IGPXPMCHYNIXSM-UHFFFAOYSA-N,"N-(2-fluorophenyl)quinoxalino[3,2-f][1,10]phenanthroline-11-carboxamide",419.118,419.118,0,1,0,0,0,0,0,0,0,0,0,0,"",Classification,1,"",20170410,ZINC,Chemical Vendors|Legacy Depositors,""
125981636,"1-(2-Hydroxyethyl)-3-quinoxalino[3,2-f][1,10]phenanthrolin-11-ylurea","",384.400,C21H16N6O2,113.000,592.000,0.500,29,3,6,3,"InChI=1S/C21H16N6O2/c28-10-9-24-21(29)25-12-5-6-15-16(11-12)27-20-14-4-2-8-23-18(14)17-13(19(20)26-15)3-1-7-22-17/h1-8,11,28H,9-10H2,(H2,24,25,29)",C1=CC2=C(C3=C(C=CC=N3)C4=NC5=C(C=CC(=C5)NC(=O)NCCO)N=C24)N=C1,IIDYZXQPVDZZNB-UHFFFAOYSA-N,"1-(2-hydroxyethyl)-3-quinoxalino[3,2-f][1,10]phenanthrolin-11-ylurea",384.133,384.133,0,1,0,0,0,0,0,0,0,0,0,0,"","",0,"",20170410,ZINC,Chemical Vendors|Legacy Depositors,""
125981667,"1-[4-(Dimethylamino)phenyl]-3-quinoxalino[3,2-f][1,10]phenanthrolin-11-ylthiourea","",475.600,C27H21N7S,111.000,741.000,3.500,35,2,6,3,"InChI=1S/C27H21N7S/c1-34(2)18-10-7-16(8-11-18)30-27(35)31-17-9-12-21-22(15-17)33-26-20-6-4-14-29-24(20)23-19(25(26)32-21)5-3-13-28-23/h3-15H,1-2H3,(H2,30,31,35)",CN(C)C1=CC=C(C=C1)NC(=S)NC2=CC3=C(C=C2)N=C4C5=C(C6=C(C4=N3)C=CC=N6)N=CC=C5,IQGFJVZQGHDFGV-UHFFFAOYSA-N,"1-[4-(dimethylamino)phenyl]-3-quinoxalino[3,2-f][1,10]phenanthrolin-11-ylthiourea",475.158,475.158,0,1,0,0,0,0,0,0,0,0,0,0,"","",0,"",20170410,ZINC,Chemical Vendors|Legacy Depositors,""
125981672,"1-Cyclohexyl-3-quinoxalino[3,2-f][1,10]phenanthrolin-11-ylurea","",422.500,C25H22N6O,92.700,669.000,3.000,32,2,5,2,"InChI=1S/C25H22N6O/c32-25(28-15-6-2-1-3-7-15)29-16-10-11-19-20(14-16)31-24-18-9-5-13-27-22(18)21-17(23(24)30-19)8-4-12-26-21/h4-5,8-15H,1-3,6-7H2,(H2,28,29,32)",C1CCC(CC1)NC(=O)NC2=CC3=C(C=C2)N=C4C5=C(C6=C(C4=N3)C=CC=N6)N=CC=C5,ISGHZDCKNFKFMZ-UHFFFAOYSA-N,"1-cyclohexyl-3-quinoxalino[3,2-f][1,10]phenanthrolin-11-ylurea",422.186,422.186,0,1,0,0,0,0,0,0,0,0,0,0,"","",0,"",20170410,ZINC,Chemical Vendors|Legacy Depositors,""
125981681,"1-(4-Fluorophenyl)-3-quinoxalino[3,2-f][1,10]phenanthrolin-11-ylurea","",434.400,C25H15FN6O,92.700,702.000,2.800,33,2,6,2,"InChI=1S/C25H15FN6O/c26-14-5-7-15(8-6-14)29-25(33)30-16-9-10-19-20(13-16)32-24-18-4-2-12-28-22(18)21-17(23(24)31-19)3-1-11-27-21/h1-13H,(H2,29,30,33)",C1=CC2=C(C3=C(C=CC=N3)C4=NC5=C(C=CC(=C5)NC(=O)NC6=CC=C(C=C6)F)N=C24)N=C1,IXSLPHONFCTJMJ-UHFFFAOYSA-N,"1-(4-fluorophenyl)-3-quinoxalino[3,2-f][1,10]phenanthrolin-11-ylurea",434.129,434.129,0,1,0,0,0,0,0,0,0,0,0,0,"",Classification,1,"",20170410,ZINC,Chemical Vendors|Legacy Depositors,""
125981691,"1-Quinoxalino[3,2-f][1,10]phenanthrolin-11-yl-3-(2,4,4-trimethylpentan-2-yl)urea","",452.600,C27H28N6O,92.700,735.000,3.900,34,2,5,4,"InChI=1S/C27H28N6O/c1-26(2,3)15-27(4,5)33-25(34)30-16-10-11-19-20(14-16)32-24-18-9-7-13-29-22(18)21-17(23(24)31-19)8-6-12-28-21/h6-14H,15H2,1-5H3,(H2,30,33,34)",CC(C)(C)CC(C)(C)NC(=O)NC1=CC2=C(C=C1)N=C3C4=C(C5=C(C3=N2)C=CC=N5)N=CC=C4,JAFYABKFSKHDJW-UHFFFAOYSA-N,"1-quinoxalino[3,2-f][1,10]phenanthrolin-11-yl-3-(2,4,4-trimethylpentan-2-yl)urea",452.232,452.232,0,1,0,0,0,0,0,0,0,0,0,0,"","",0,"",20170410,ZINC,Chemical Vendors|Legacy Depositors,""
125981704,"N-phenyl-N-prop-2-enylquinoxalino[3,2-f][1,10]phenanthroline-11-carboxamide","",441.500,C28H19N5O,71.900,738.000,3.800,34,0,5,4,"InChI=1S/C28H19N5O/c1-2-16-33(19-8-4-3-5-9-19)28(34)18-12-13-22-23(17-18)32-27-21-11-7-15-30-25(21)24-20(26(27)31-22)10-6-14-29-24/h2-15,17H,1,16H2",C=CCN(C1=CC=CC=C1)C(=O)C2=CC3=C(C=C2)N=C4C5=C(C6=C(C4=N3)C=CC=N6)N=CC=C5,JJYYGUMTRIJIBG-UHFFFAOYSA-N,"N-phenyl-N-prop-2-enylquinoxalino[3,2-f][1,10]phenanthroline-11-carboxamide",441.159,441.159,0,1,0,0,0,0,0,0,0,0,0,0,"","",0,"",20170410,ZINC,Chemical Vendors|Legacy Depositors,""
125981707,"N-phenylquinoxalino[3,2-f][1,10]phenanthroline-11-carboxamide","",401.400,C25H15N5O,80.700,652.000,3.000,31,1,5,2,"InChI=1S/C25H15N5O/c31-25(28-16-6-2-1-3-7-16)15-10-11-19-20(14-15)30-24-18-9-5-13-27-22(18)21-17(23(24)29-19)8-4-12-26-21/h1-14H,(H,28,31)",C1=CC=C(C=C1)NC(=O)C2=CC3=C(C=C2)N=C4C5=C(C6=C(C4=N3)C=CC=N6)N=CC=C5,JMCRCCVRJRZEJG-UHFFFAOYSA-N,"N-phenylquinoxalino[3,2-f][1,10]phenanthroline-11-carboxamide",401.128,401.128,0,1,0,0,0,0,0,0,0,0,0,0,"","",0,"",20170410,ZINC,Chemical Vendors|Legacy Depositors,""
125981710,"1-Octyl-3-quinoxalino[3,2-f][1,10]phenanthrolin-11-ylurea","",452.600,C27H28N6O,92.700,661.000,4.600,34,2,5,8,"InChI=1S/C27H28N6O/c1-2-3-4-5-6-7-14-30-27(34)31-18-12-13-21-22(17-18)33-26-20-11-9-16-29-24(20)23-19(25(26)32-21)10-8-15-28-23/h8-13,15-17H,2-7,14H2,1H3,(H2,30,31,34)",CCCCCCCCNC(=O)NC1=CC2=C(C=C1)N=C3C4=C(C5=C(C3=N2)C=CC=N5)N=CC=C4,JMXQZMZXQHMGON-UHFFFAOYSA-N,"1-octyl-3-quinoxalino[3,2-f][1,10]phenanthrolin-11-ylurea",452.232,452.232,0,1,0,0,0,0,0,0,0,0,0,0,"","",0,"",20170410,ZINC,Chemical Vendors|Legacy Depositors,""
125981715,"Ethyl 4-(quinoxalino[3,2-f][1,10]phenanthroline-11-carbonyl)piperazine-1-carboxylate","",466.500,C26H22N6O3,101.000,789.000,1.700,35,0,7,3,"InChI=1S/C26H22N6O3/c1-2-35-26(34)32-13-11-31(12-14-32)25(33)16-7-8-19-20(15-16)30-24-18-6-4-10-28-22(18)21-17(23(24)29-19)5-3-9-27-21/h3-10,15H,2,11-14H2,1H3",CCOC(=O)N1CCN(CC1)C(=O)C2=CC3=C(C=C2)N=C4C5=C(C6=C(C4=N3)C=CC=N6)N=CC=C5,JOKBQHQGZYPRCG-UHFFFAOYSA-N,"ethyl 4-(quinoxalino[3,2-f][1,10]phenanthroline-11-carbonyl)piperazine-1-carboxylate",466.175,466.175,0,1,0,0,0,0,0,0,0,0,0,0,"","",0,"",20170410,ZINC,Chemical Vendors|Legacy Depositors,""
125981723,"N-quinoxalino[3,2-f][1,10]phenanthrolin-11-ylpyrrolidine-1-carboxamide","",394.400,C23H18N6O,83.900,639.000,1.800,30,1,5,1,"InChI=1S/C23H18N6O/c30-23(29-11-1-2-12-29)26-14-7-8-17-18(13-14)28-22-16-6-4-10-25-20(16)19-15(21(22)27-17)5-3-9-24-19/h3-10,13H,1-2,11-12H2,(H,26,30)",C1CCN(C1)C(=O)NC2=CC3=C(C=C2)N=C4C5=C(C6=C(C4=N3)C=CC=N6)N=CC=C5,JSZHASLWSXERQZ-UHFFFAOYSA-N,"N-quinoxalino[3,2-f][1,10]phenanthrolin-11-ylpyrrolidine-1-carboxamide",394.154,394.154,0,1,0,0,0,0,0,0,0,0,0,0,"","",0,"",20170410,ZINC,Chemical Vendors|Legacy Depositors,""
125981728,"1-(4-Methoxyphenyl)-3-quinoxalino[3,2-f][1,10]phenanthrolin-11-ylurea","",446.500,C26H18N6O2,102.000,715.000,2.700,34,2,6,3,"InChI=1S/C26H18N6O2/c1-34-17-9-6-15(7-10-17)29-26(33)30-16-8-11-20-21(14-16)32-25-19-5-3-13-28-23(19)22-18(24(25)31-20)4-2-12-27-22/h2-14H,1H3,(H2,29,30,33)",COC1=CC=C(C=C1)NC(=O)NC2=CC3=C(C=C2)N=C4C5=C(C6=C(C4=N3)C=CC=N6)N=CC=C5,JVHHXMHLDNNHTF-UHFFFAOYSA-N,"1-(4-methoxyphenyl)-3-quinoxalino[3,2-f][1,10]phenanthrolin-11-ylurea",446.149,446.149,0,1,0,0,0,0,0,0,0,0,0,0,"","",0,"",20170410,ZINC,Chemical Vendors|Legacy Depositors,""
125981730,"1-(3,4-Dimethylphenyl)-1-methyl-3-quinoxalino[3,2-f][1,10]phenanthrolin-11-ylurea","",458.500,C28H22N6O,83.900,764.000,3.600,35,1,5,2,"InChI=1S/C28H22N6O/c1-16-8-10-19(14-17(16)2)34(3)28(35)31-18-9-11-22-23(15-18)33-27-21-7-5-13-30-25(21)24-20(26(27)32-22)6-4-12-29-24/h4-15H,1-3H3,(H,31,35)",CC1=C(C=C(C=C1)N(C)C(=O)NC2=CC3=C(C=C2)N=C4C5=C(C6=C(C4=N3)C=CC=N6)N=CC=C5)C,JXZYMFZFBXCJGA-UHFFFAOYSA-N,"1-(3,4-dimethylphenyl)-1-methyl-3-quinoxalino[3,2-f][1,10]phenanthrolin-11-ylurea",458.186,458.186,0,1,0,0,0,0,0,0,0,0,0,0,"","",0,"",20170410,ZINC,Chemical Vendors|Legacy Depositors,""
125981739,"N-cyclopropylquinoxalino[3,2-f][1,10]phenanthroline-11-carboxamide","",365.400,C22H15N5O,80.700,610.000,2.000,28,1,5,2,"InChI=1S/C22H15N5O/c28-22(25-13-6-7-13)12-5-8-16-17(11-12)27-21-15-4-2-10-24-19(15)18-14(20(21)26-16)3-1-9-23-18/h1-5,8-11,13H,6-7H2,(H,25,28)",C1CC1NC(=O)C2=CC3=C(C=C2)N=C4C5=C(C6=C(C4=N3)C=CC=N6)N=CC=C5,KAJDHGYWXVKTGI-UHFFFAOYSA-N,"N-cyclopropylquinoxalino[3,2-f][1,10]phenanthroline-11-carboxamide",365.128,365.128,0,1,0,0,0,0,0,0,0,0,0,0,"","",0,"",20170410,ZINC,Chemical Vendors|Legacy Depositors,""
125981740,"1-Pyridin-3-yl-3-quinoxalino[3,2-f][1,10]phenanthrolin-11-ylurea","",417.400,C24H15N7O,106.000,677.000,1.700,32,2,6,2,"InChI=1S/C24H15N7O/c32-24(29-15-4-1-9-25-13-15)28-14-7-8-18-19(12-14)31-23-17-6-3-11-27-21(17)20-16(22(23)30-18)5-2-10-26-20/h1-13H,(H2,28,29,32)",C1=CC(=CN=C1)NC(=O)NC2=CC3=C(C=C2)N=C4C5=C(C6=C(C4=N3)C=CC=N6)N=CC=C5,KBFBESLNNONDIL-UHFFFAOYSA-N,"1-pyridin-3-yl-3-quinoxalino[3,2-f][1,10]phenanthrolin-11-ylurea",417.134,417.134,0,1,0,0,0,0,0,0,0,0,0,0,"","",0,"",20170410,ZINC,Chemical Vendors|Legacy Depositors,""
125981741,"N-(3-bromophenyl)quinoxalino[3,2-f][1,10]phenanthroline-11-carboxamide","",480.300,C25H14BrN5O,80.700,693.000,3.700,32,1,5,2,"InChI=1S/C25H14BrN5O/c26-15-4-1-5-16(13-15)29-25(32)14-8-9-19-20(12-14)31-24-18-7-3-11-28-22(18)21-17(23(24)30-19)6-2-10-27-21/h1-13H,(H,29,32)",C1=CC(=CC(=C1)Br)NC(=O)C2=CC3=C(C=C2)N=C4C5=C(C6=C(C4=N3)C=CC=N6)N=CC=C5,KBHNRSVSPFPMQD-UHFFFAOYSA-N,"N-(3-bromophenyl)quinoxalino[3,2-f][1,10]phenanthroline-11-carboxamide",479.038,479.038,0,1,0,0,0,0,0,0,0,0,0,0,"","",0,"",20170410,ZINC,Chemical Vendors|Legacy Depositors,""
125981742,"N-naphthalen-2-ylquinoxalino[3,2-f][1,10]phenanthroline-11-carboxamide","",451.500,C29H17N5O,80.700,776.000,5.300,35,1,5,2,"InChI=1S/C29H17N5O/c35-29(32-20-11-9-17-5-1-2-6-18(17)15-20)19-10-12-23-24(16-19)34-28-22-8-4-14-31-26(22)25-21(27(28)33-23)7-3-13-30-25/h1-16H,(H,32,35)",C1=CC=C2C=C(C=CC2=C1)NC(=O)C3=CC4=C(C=C3)N=C5C6=C(C7=C(C5=N4)C=CC=N7)N=CC=C6,KCDPXCRCCAGTDF-UHFFFAOYSA-N,"N-naphthalen-2-ylquinoxalino[3,2-f][1,10]phenanthroline-11-carboxamide",451.143,451.143,0,1,0,0,0,0,0,0,0,0,0,0,"","",0,"",20170410,ZINC,Chemical Vendors|Legacy Depositors,""
